"Unnamed: 0","Sector","CourseName","Duration","Minimum Education","Language","Module","TopicName","URL"
8043,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","54hrs 3min","12th","English/Hindi","Module 1: Introduction to Technology Entrepreneurship","1. Technology and Entrepreneurship Overview","https://www.youtube.com/watch?v=MvPTVgGUsyc"
8044,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 1: Introduction to Technology Entrepreneurship","2. Silicon Valley","https://www.youtube.com/watch?v=dcNLIeBiUK0"
8045,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 2: Silicon Valley and Key Frameworks","3. Nine Key Frameworks for Entrepreneurship","https://www.youtube.com/watch?v=Rf3xSqgpFHE"
8046,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 2: Silicon Valley and Key Frameworks","4. Business Model Testing, OAP Projects","https://www.youtube.com/watch?v=iJtNvwpKyo4"
8047,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 3: Business Model Testing and Team Formation","5. The Founding Team","https://www.youtube.com/watch?v=c52Y2ObjFms"
8048,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 3: Business Model Testing and Team Formation","7. Brainstorming","https://www.youtube.com/watch?v=0B69rnynnCA"
8049,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 4: Brainstorming and Technology Life Cycles","8. Technology Life Cycles and Diffusion","https://www.youtube.com/watch?v=NKdbpWN3obw"
8050,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 4: Brainstorming and Technology Life Cycles","9. Case Discussion and Business Models","https://www.youtube.com/watch?v=h9EgMrDRZDg"
8051,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 5: Customer Development and Lean Startups","10. Customer Development and Lean Startups","https://www.youtube.com/watch?v=sBhtb6Hb_O4"
8052,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 5: Customer Development and Lean Startups","11. Customer Development and the Business Model Canvas","https://www.youtube.com/watch?v=VGqusTa0wCw"
