S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Special Education,intellectual disability,12hrs 21min,12th,English/Hindi,Module 1: Understanding Angelman Syndrome,A Credo For Support (People 1st version),https://www.youtube.com/watch?v=wunHDfZFxXw
2,Special Education,intellectual disability,,12th,English/Hindi,Module 1: Understanding Angelman Syndrome,3-year-old boy battles Angelman Syndrome,https://www.youtube.com/watch?v=m2vEZHZgnlo
3,Special Education,intellectual disability,,12th,English/Hindi,Module 1: Understanding Angelman Syndrome,"Meet the People, Mencap Clip",https://www.youtube.com/watch?v=wBwtRINE9oQ
4,Special Education,intellectual disability,,12th,English/Hindi,Module 2:  The Power of People First Language,Welcome to The Dreamhouse,https://www.youtube.com/watch?v=UNd_HRtCOnU
5,Special Education,intellectual disability,,12th,English/Hindi,Module 2:  The Power of People First Language,Good Things,https://www.youtube.com/watch?v=PljrI54od6A
6,Special Education,intellectual disability,,12th,English/Hindi,Module 2:  The Power of People First Language,Christchurch Earthquake Reflection Group - Shaken but not Stirred,https://www.youtube.com/watch?v=PzJdpmJw0fg
7,Special Education,intellectual disability,,12th,English/Hindi,Module 3:  Navigating Rett Syndrome,"Okay, Let's Talk About Me - Trailer of the 26-minute documentary (Down syndrome)",https://www.youtube.com/watch?v=ss_ounFF-yk
8,Special Education,intellectual disability,,12th,English/Hindi,Module 3:  Navigating Rett Syndrome,The Teaching of Jon,https://www.youtube.com/watch?v=cfhDJfzQByQ
9,Special Education,intellectual disability,,12th,English/Hindi,Module 3:  Navigating Rett Syndrome,Fragile X journey with the Justus family,https://www.youtube.com/watch?v=mWjfYOmxjO0
10,Special Education,intellectual disability,,12th,English/Hindi,Module 4:  Living with Fragile X Syndrome,A Story about Angelman Syndrome,https://www.youtube.com/watch?v=zPjg8uGVGbg
11,Special Education,intellectual disability,,12th,English/Hindi,Module 4:  Living with Fragile X Syndrome,An Actual Conversation With Maggie | Rett Syndrome,https://www.youtube.com/watch?v=R_1U4JmaYB8
12,Special Education,intellectual disability,,12th,English/Hindi,Module 5:  Exploring Autism and Communication,Working to reverse Rett Syndrome,https://www.youtube.com/watch?v=WHzqNdEI8gc
13,Special Education,intellectual disability,,12th,English/Hindi,Module 5:  Exploring Autism and Communication,Challenging Behaviour and Learning Disabilities: Independent living,https://www.youtube.com/watch?v=9YrXmG6qO9E
14,Special Education,intellectual disability,,12th,English/Hindi,Module 5:  Exploring Autism and Communication,In My Language,https://www.youtube.com/watch?v=JnylM1hI2jc
15,Special Education,intellectual disability,,12th,English/Hindi,Module 6: Challenging Behaviour and Learning Disabilities: Independent living,Autism and Intensive Interaction - A new training DVD from Phoebe Caldwell (clip),https://www.youtube.com/watch?v=OhnaPJw_Wh8
