S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Special Education,Social Skills,20hrs 14min,12th,English/Hindi,Module 1: Effective Communication,Communication Skills - How To Improve Communication Skills - 7 Unique Tips!,https://www.youtube.com/watch?v=mPRUNGGORDo
2,Special Education,Social Skills,,12th,English/Hindi,Module 1: Effective Communication,How To Be Funny - Easily Visualized,https://www.youtube.com/watch?v=SmrC6W5IgCU
3,Special Education,Social Skills,,12th,English/Hindi,Module 1: Effective Communication,The CURE for SOCIAL ANXIETY,https://www.youtube.com/watch?v=tAT9vhcmdSE
4,Special Education,Social Skills,,12th,English/Hindi,Module 1: Effective Communication,How to Read ANYONE Instantly,https://www.youtube.com/watch?v=3iyk8TOlOUo
5,Special Education,Social Skills,,12th,English/Hindi,Module 2: Building Confidence,How To Tell If A Girl Likes You - The 3 Golden Signs,https://www.youtube.com/watch?v=4eDHdcoxtuw
6,Special Education,Social Skills,,12th,English/Hindi,Module 2: Building Confidence,Storytelling - Become An AMAZING Storyteller!!!,https://www.youtube.com/watch?v=-9Wb3gcOuKM
7,Special Education,Social Skills,,12th,English/Hindi,Module 2: Building Confidence,Body Language - CHANGE HOW PEOPLE SEE YOU!!,https://www.youtube.com/watch?v=mPHFIE1xoX0
8,Special Education,Social Skills,,12th,English/Hindi,Module 3: Deciphering Body Language,How To Get A Girl To Like You - 3 GUARANTEED STEPS,https://www.youtube.com/watch?v=9MFrslI2aM4
9,Special Education,Social Skills,,12th,English/Hindi,Module 3: Deciphering Body Language,Communication Skills - Deep Conversations,https://www.youtube.com/watch?v=sHeFWHpmHSM
10,Special Education,Social Skills,,12th,English/Hindi,Module 3: Deciphering Body Language,The Most Common Body Language Problem - Eye Contact,https://www.youtube.com/watch?v=_FGSFnZZVzw
11,Special Education,Social Skills,,12th,English/Hindi,Module 4: Mastering Social Dynamics,5 Ways Social Media Screws You Over,https://www.youtube.com/watch?v=XgqX-GwgxGg
12,Special Education,Social Skills,,12th,English/Hindi,Module 4: Mastering Social Dynamics,How To Respond To Insults - Q&A Episode #1,https://www.youtube.com/watch?v=A_ua8l9nMJQ
13,Special Education,Social Skills,,12th,English/Hindi,Module 4: Mastering Social Dynamics,How To Be Confident - Obtaining Reference Experiences,https://www.youtube.com/watch?v=yvHkgwyVZZQ
14,Special Education,Social Skills,,12th,English/Hindi,Module 5: Relationships and Attraction,What Women Want In A Man,https://www.youtube.com/watch?v=X192TfMLIHU
15,Special Education,Social Skills,,12th,English/Hindi,Module 5: Relationships and Attraction,How To Get A Girlfriend - 8 step IDIOT PROOF guide,https://www.youtube.com/watch?v=nuWpYsDeeSo
16,Special Education,Social Skills,,12th,English/Hindi,Module 5: Relationships and Attraction,The 48 Laws Of Power  - 11 MOST POWERFUL Laws (Ft. Illacertus),https://www.youtube.com/watch?v=7NkgtU3Lj8M
17,Special Education,Social Skills,,12th,English/Hindi,Module 6: Personal Growth and Empowerment,The Key To Dealing With Social Anxiety,https://www.youtube.com/watch?v=XIrQKo-d7h4
18,Special Education,Social Skills,,12th,English/Hindi,Module 6: Personal Growth and Empowerment,The REAL Reason Why Your Life Is So Boring,https://www.youtube.com/watch?v=8dSYHbISHzg
19,Special Education,Social Skills,,12th,English/Hindi,Module 6: Personal Growth and Empowerment,How To Be MORE Articulate,https://www.youtube.com/watch?v=VxG_ZbdYrg0
20,Special Education,Social Skills,,12th,English/Hindi,Module 6: Personal Growth and Empowerment,How To Deal With Toxic People,https://www.youtube.com/watch?v=n6kuygjTJxo
