S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Psychology,Experimental Psychology - Myers & Hansen,24hrs 54min,12th,English/Hindi,Module 1: Introduction to Experimental Psychology,Hatala Experimental Psychology - Chapter 1 - Myers & Hansen,https://www.youtube.com/watch?v=yOIN34zDJW4
2,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 1: Introduction to Experimental Psychology,Hatala Experimental Psychology - Chapter 2 - Myers & Hansen,https://www.youtube.com/watch?v=iKWc4ACOo_Q
3,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 1: Introduction to Experimental Psychology,Hatala Experimental Psychology - Chapter 3 - Myers & Hansen,https://www.youtube.com/watch?v=QJSFpwkWxlc
4,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 1: Introduction to Experimental Psychology,Hatala Experimental Psychology - Chapter 4 - Myers & Hansen,https://www.youtube.com/watch?v=TVnNOTbHSak
5,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 2: Research Methods and Design,Hatala Experimental Psychology - Chapter 5 - Myers & Hansen,https://www.youtube.com/watch?v=k6Wb7VR_Tno
6,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 2: Research Methods and Design,Hatala Experimental Psychology - Chapter 6 - Myers & Hansen,https://www.youtube.com/watch?v=_Y7QK7HcEx0
7,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 2: Research Methods and Design,Hatala Experimental Psychology - Chapter 7 - Myers & Hansen,https://www.youtube.com/watch?v=6mOttWqxyZ4
8,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 2: Research Methods and Design,Hatala Experimental Psychology - Chapter 8 - Myers & Hansen,https://www.youtube.com/watch?v=K4-ZVX_Z6LI
9,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 3: Statistical Analysis in Psychology,Hatala Experimental Psychology - Chapter 9 - Myers & Hansen,https://www.youtube.com/watch?v=2VtXKp9Urc0
10,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 3: Statistical Analysis in Psychology,Hatala Experimental Psychology - Chapter 10 - Myers & Hansen,https://www.youtube.com/watch?v=IV35BUmtv8s
11,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 3: Statistical Analysis in Psychology,Hatala Experimental Psychology - Chapter 11 - Myers & Hansen,https://www.youtube.com/watch?v=-5KmR1tI4k0
12,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 3: Statistical Analysis in Psychology,Hatala Experimental Psychology - Chapter 12 - Myers & Hansen,https://www.youtube.com/watch?v=kwY5P3zkNqM
13,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 4: T-Tests and Hypothesis Testing,Hatala Experimental Psychology - Chapter 13 - Myers & Hansen,https://www.youtube.com/watch?v=eUg_q3pEHx4
14,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 4: T-Tests and Hypothesis Testing,Hatala Experimental Psychology - Chapter 14 - Myers & Hansen,https://www.youtube.com/watch?v=Ada9fG8l-pc
15,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 4: T-Tests and Hypothesis Testing,Hatala Experimental Psychology - Chapter 15 - Myers & Hansen,https://www.youtube.com/watch?v=k5zEJtXmS7M
16,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 4: T-Tests and Hypothesis Testing,Arithmetic mean calculated by hand - Hatala Testing,https://www.youtube.com/watch?v=K6iIxd0tTQk
17,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,Variance and Standard deviation calculated by hand - Hatala Testing,https://www.youtube.com/watch?v=5JO5zkeXk20
18,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,"Mean, variance, standard deviation, median, mode calculated by hand - Hatala Testing",https://www.youtube.com/watch?v=3-soCgYONEw
19,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,T-test (repeated measures) calculated by hand - Deer hunters - Hatala Testing,https://www.youtube.com/watch?v=K3x3NK_kg1Y
20,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,T-test (independent groups) calculated by hand - Brain damage - Hatala Testing,https://www.youtube.com/watch?v=ZfaSXQkI2so
21,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,T-test (independent groups) calculated by hand - Animal IQ - Hatala Testing,https://www.youtube.com/watch?v=P-56dOi-lqI
22,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,T-test (repeated measures) calculated by hand - Custer - Hatala Testing,https://www.youtube.com/watch?v=83lPMx5UYrE
23,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,T-test (repeated measures) calculated by hand - Attractive - Hatala Testing,https://www.youtube.com/watch?v=EH-c-ajU3oU
24,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,T-test (independent groups) calculated by hand - Smiles - Hatala Testing,https://www.youtube.com/watch?v=seUxUnv-l3c
25,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,Can You Believe Statistics? - Psych Discussions,https://www.youtube.com/watch?v=DAcDIyvodh4
26,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,Determining Which Experimental Design to Use - Hatala Experimental Psychology,https://www.youtube.com/watch?v=ebQTsKdzaAA
27,Psychology,Experimental Psychology - Myers & Hansen,,12th,English/Hindi,Module 5: Experimental Designs and Applications,"One Independent Variable, Two-Group Design - Hatala Experimental Psychology",https://www.youtube.com/watch?v=98rgFEiCAUc
