S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Interior Design,Interior Design Portfolio In Photoshop,6hrs 15min,12th,English/Hindi,Module 1: Introduction to Interior Design Portfolios,Interior Design Portfolio,https://www.youtube.com/watch?v=QtPw27xGi1I
2,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 1: Introduction to Interior Design Portfolios,Interior Design Portfolio In Photoshop Part 1,https://www.youtube.com/watch?v=l_J62cMecLs
3,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 1: Introduction to Interior Design Portfolios,Interior Design Portfolio In Photoshop Part 2,https://www.youtube.com/watch?v=8z3_CqB9_mw
4,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 1: Introduction to Interior Design Portfolios,Interior Design Portfolio In Photoshop Part 3,https://www.youtube.com/watch?v=EEs0zsN-ru8
5,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 2: Building Your Portfolio in Photoshop - Part 1,Interior Design Portfolio In Photoshop Part 4 - (Part 1),https://www.youtube.com/watch?v=a3vS6uI6D10
6,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 2: Building Your Portfolio in Photoshop - Part 1,Interior Design Portfolio In Photoshop Part 4 - (Part 2),https://www.youtube.com/watch?v=Ur5CXKVrmCk
7,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 2: Building Your Portfolio in Photoshop - Part 1,Interior Design Portfolio In Photoshop Part 5,https://www.youtube.com/watch?v=6lnNYzaJUUo
8,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 3:  Advanced Photoshop Techniques for Interior Design,Interior Design Portfolio In Photoshop Part 6,https://www.youtube.com/watch?v=9FXtfuAQ8GY
9,Interior Design,Interior Design Portfolio In Photoshop,,12th,English/Hindi,Module 3:  Advanced Photoshop Techniques for Interior Design,Interior Design Portfolio In Photoshop Part 7,https://www.youtube.com/watch?v=fW-yvi03_wU
