S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Fine Arts,Digital art course,33hrs 4min,12th,English/Hindi,Module 1: Introduction to Digital Art,5 Free (and Really Good) Drawing & Painting Apps,https://www.youtube.com/watch?v=g43CV4X3rmk
2,Fine Arts,Digital art course,,12th,English/Hindi,Module 1: Introduction to Digital Art,Digital Art for Beginners (2020 Edition),https://www.youtube.com/watch?v=0RmGV5wALG0
3,Fine Arts,Digital art course,,12th,English/Hindi,Module 1: Introduction to Digital Art,How to Make DIGITAL ART on a Computer (For Beginners),https://www.youtube.com/watch?v=hnZfnoVFpK8
4,Fine Arts,Digital art course,,12th,English/Hindi,Module 1: Introduction to Digital Art,【 PART 1 】★ A Beginner's Guide to Become a Digital Artist,https://www.youtube.com/watch?v=5pmIYH1ugtk
5,Fine Arts,Digital art course,,12th,English/Hindi,Module 2: Digital Art Software and Tools,12 x DIGITAL DRAWING exercise | Get better at digital drawing,https://www.youtube.com/watch?v=35rju_APLqQ
6,Fine Arts,Digital art course,,12th,English/Hindi,Module 2: Digital Art Software and Tools,Clean Line Art!  Digital Inking Tips,https://www.youtube.com/watch?v=NBE-RTFkXDk
7,Fine Arts,Digital art course,,12th,English/Hindi,Module 2: Digital Art Software and Tools,【10 Digital Art Tips】 For Beginners,https://www.youtube.com/watch?v=sbcp_eKYoSM
8,Fine Arts,Digital art course,,12th,English/Hindi,Module 2: Digital Art Software and Tools,Photoshop Digital Painting Tutorial,https://www.youtube.com/watch?v=LU7cL7KySSE
9,Fine Arts,Digital art course,,12th,English/Hindi,Module 3: Basic Drawing Techniques,Digital Painting 101 (1 of 5),https://www.youtube.com/watch?v=mFRHTs8-KVw
10,Fine Arts,Digital art course,,12th,English/Hindi,Module 3: Basic Drawing Techniques,Digital Painting 101 (2 of 5),https://www.youtube.com/watch?v=-BrsZDjJZGE
11,Fine Arts,Digital art course,,12th,English/Hindi,Module 3: Basic Drawing Techniques,Digital Painting 101 (3 of 5),https://www.youtube.com/watch?v=UeIHDOdqnls
12,Fine Arts,Digital art course,,12th,English/Hindi,Module 3: Basic Drawing Techniques,Digital Painting 101 (4 of 5),https://www.youtube.com/watch?v=qjrdMB374Uw
13,Fine Arts,Digital art course,,12th,English/Hindi,Module 3: Basic Drawing Techniques,Digital Painting - Blending Your Edges Pt.1,https://www.youtube.com/watch?v=EfQNadGEPBU
14,Fine Arts,Digital art course,,12th,English/Hindi,Module 4: Digital Painting Fundamentals,How to Draw KIRBY - Easy Beginner's Digital Art Tutorial,https://www.youtube.com/watch?v=5WmCK6gdeEE
15,Fine Arts,Digital art course,,12th,English/Hindi,Module 4: Digital Painting Fundamentals,"A Simple, Straightforward Guide to Digital Painting! - Photoshop Tutorial",https://www.youtube.com/watch?v=4sJ1D1mL3uY
16,Fine Arts,Digital art course,,12th,English/Hindi,Module 4: Digital Painting Fundamentals,How to Paint in Photoshop - Best Digital Painting Workflows,https://www.youtube.com/watch?v=13CUb2deCmM
17,Fine Arts,Digital art course,,12th,English/Hindi,Module 4: Digital Painting Fundamentals,Flat Landscape Photoshop Tutorial for Beginners,https://www.youtube.com/watch?v=Nl-rEEA9WQw
18,Fine Arts,Digital art course,,12th,English/Hindi,Module 4: Digital Painting Fundamentals,How to EASILY Draw 2D Landscapes in Photoshop ep. 01,https://www.youtube.com/watch?v=LBczOO5hOKc
19,Fine Arts,Digital art course,,12th,English/Hindi,Module 4: Digital Painting Fundamentals,Flat Mountain Landscape Photoshop Tutorial,https://www.youtube.com/watch?v=l40JmD3ogSA
20,Fine Arts,Digital art course,,12th,English/Hindi,Module 4: Digital Painting Fundamentals,Photoshop Tutorial | Flat Mountain Landscape,https://www.youtube.com/watch?v=TwmJ9sJaiEg
21,Fine Arts,Digital art course,,12th,English/Hindi,Module 5: Layers and Blending Modes,How to draw flat landscape in Photoshop,https://www.youtube.com/watch?v=8z1l-693Zi4
22,Fine Arts,Digital art course,,12th,English/Hindi,Module 5: Layers and Blending Modes,City Landscape at Night | How to LEARN DIGITAL ART | Drawing Tutorial,https://www.youtube.com/watch?v=Xh2Fds0HXZU
23,Fine Arts,Digital art course,,12th,English/Hindi,Module 5: Layers and Blending Modes,"Dan's illustration tutorial #02 Minimal, fast and ambient",https://www.youtube.com/watch?v=P_2J2ap1AXg
24,Fine Arts,Digital art course,,12th,English/Hindi,Module 5: Layers and Blending Modes,Beginner's Digital Art Tutorial 01 - THE SKETCH,https://www.youtube.com/watch?v=aU2bIy08D_g
25,Fine Arts,Digital art course,,12th,English/Hindi,Module 5: Layers and Blending Modes,"4. Cleaning Up The Lineart | How To Draw, For Dummies",https://www.youtube.com/watch?v=UGhy-AN8mJ8
26,Fine Arts,Digital art course,,12th,English/Hindi,Module 6: Color Theory and Application,"5. Adding Color | How To Draw, For Dummies",https://www.youtube.com/watch?v=9iuuV8OZ9B8
27,Fine Arts,Digital art course,,12th,English/Hindi,Module 6: Color Theory and Application,"7. Final Touches | How To Draw, For Dummies",https://www.youtube.com/watch?v=tpY06g1sIuw
28,Fine Arts,Digital art course,,12th,English/Hindi,Module 6: Color Theory and Application,"6. The Freakin' Background | How To Draw, For Dummies",https://www.youtube.com/watch?v=QHPgpCImh6o
29,Fine Arts,Digital art course,,12th,English/Hindi,Module 6: Color Theory and Application,【 PART 2 】★ A Beginner's Guide to Become a Digital Artist,https://www.youtube.com/watch?v=Xlg7FdbB-P8
30,Fine Arts,Digital art course,,12th,English/Hindi,Module 7: Lighting and Shading,Basic Lessons on DIGITAL PAINTING in Photoshop - ( Narrated ),https://www.youtube.com/watch?v=xLzCT-1t5zI
31,Fine Arts,Digital art course,,12th,English/Hindi,Module 7: Lighting and Shading,Tutorial Photoshop : Lesson 1 Opacity and Flow -  Digital ART,https://www.youtube.com/watch?v=HcVBkgfdrkA
32,Fine Arts,Digital art course,,12th,English/Hindi,Module 7: Lighting and Shading,Tutorial Photoshop : Lesson 2 Layers -  Digital ART,https://www.youtube.com/watch?v=rvlFayriyHU
33,Fine Arts,Digital art course,,12th,English/Hindi,Module 7: Lighting and Shading,[TUTORIAL] Advanced Shading Elements,https://www.youtube.com/watch?v=K7DseLvcpyY
34,Fine Arts,Digital art course,,12th,English/Hindi,Module 8: Digital Art Styles and Techniques,5 TIPS ON BLENDING DIGITAL PAINTINGS,https://www.youtube.com/watch?v=Cb4Ks6t1YMs
35,Fine Arts,Digital art course,,12th,English/Hindi,Module 8: Digital Art Styles and Techniques,HOW TO USE LAYERS IN PHOTOSHOP - My Digital Art Process,https://www.youtube.com/watch?v=CCGYlSq8sqc
36,Fine Arts,Digital art course,,12th,English/Hindi,Module 8: Digital Art Styles and Techniques,Digital Art 101! Beginner’s Guide to Layers!,https://www.youtube.com/watch?v=6fNFNGAHOFs
37,Fine Arts,Digital art course,,12th,English/Hindi,Module 8: Digital Art Styles and Techniques,"2. Photoshop Interface | How To Draw, For Dummies",https://www.youtube.com/watch?v=63SB2dyEmYY
38,Fine Arts,Digital art course,,12th,English/Hindi,Module 9: Character Design,10 Drawing Tips for Beginner Digital Artists,https://www.youtube.com/watch?v=BCQqIU9-Nr8
39,Fine Arts,Digital art course,,12th,English/Hindi,Module 9: Character Design,10 DIGITAL ART Mistakes 💀,https://www.youtube.com/watch?v=WQWp8kc-EVw
40,Fine Arts,Digital art course,,12th,English/Hindi,Module 9: Character Design,DIGITAL SKETCHING Tutorial for Beginners - The Basics,https://www.youtube.com/watch?v=wZNq9OI1S3M
41,Fine Arts,Digital art course,,12th,English/Hindi,Module 9: Character Design,How To Draw An Apple - Corel Painter Tutorial,https://www.youtube.com/watch?v=ieOspd1AwiE
42,Fine Arts,Digital art course,,12th,English/Hindi,Module 9: Character Design,"Alpha, Layers, Masks & Composite Methods - Corel Painter Tutorial",https://www.youtube.com/watch?v=ZSuuDlpn7S8
43,Fine Arts,Digital art course,,12th,English/Hindi,Module 10: Creature Design,A Basic Introduction to Illustration in Photoshop with Aaron Blaise (Great Tutorial for Beginners),https://www.youtube.com/watch?v=MhSQlPwtd4c
44,Fine Arts,Digital art course,,12th,English/Hindi,Module 10: Creature Design,How to Use Layers in Digital Painting: A Complete Walk-through,https://www.youtube.com/watch?v=HemMAfEF2E4
45,Fine Arts,Digital art course,,12th,English/Hindi,Module 10: Creature Design,"Layers tutorial 【 PART 1 】  Blend modes, layer styles and adjustment layers",https://www.youtube.com/watch?v=zn9voG9OUIU
46,Fine Arts,Digital art course,,12th,English/Hindi,Module 10: Creature Design,How to use LAYERS for Digital Painting,https://www.youtube.com/watch?v=lif09FYE-zU
47,Fine Arts,Digital art course,,12th,English/Hindi,Module 11: Environment Design,🎓 Master DIGITAL ART with MASKS 👉 Layers tutorial 【 PART 2 】,https://www.youtube.com/watch?v=ky_F9_mD4dY
48,Fine Arts,Digital art course,,12th,English/Hindi,Module 11: Environment Design,Introduction to Krita,https://www.youtube.com/watch?v=kUXNEK8awiY
49,Fine Arts,Digital art course,,12th,English/Hindi,Module 11: Environment Design,HOW I BLEND DIGITAL PAINTINGS,https://www.youtube.com/watch?v=YZQDe-slZUo
