S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Nonprofit Management,Strategic Planning for Nonprofits,7hrs 9min,12th,English/Hindi,Module 1: Introduction to Strategic Planning,What is a Strategic Plan?,https://www.youtube.com/watch?v=ccJ7TRbIGcQ
2,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 1: Introduction to Strategic Planning,Why Does Every Nonprofit Need a Strategic Plan?,https://www.youtube.com/watch?v=NUfYPnz9AmM
3,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 1: Introduction to Strategic Planning,How Many Years Should Your Strategic Plan Cover?,https://www.youtube.com/watch?v=iDcuViYIglc
4,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 1: Introduction to Strategic Planning,How To Conduct an Environmental Scan with Your Team in Person,https://www.youtube.com/watch?v=XGN9kziC4LI
5,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 2:  The Importance of Strategic Planning for Nonprofits,How to Conduct an Environmental Scan with Your Team Online,https://www.youtube.com/watch?v=-CxVL0dMNYU
6,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 2:  The Importance of Strategic Planning for Nonprofits,What is an Environmental Scan?,https://www.youtube.com/watch?v=BgCLXhXZyfg
7,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 2:  The Importance of Strategic Planning for Nonprofits,What is Consensus Building?,https://www.youtube.com/watch?v=Oo8oHtDtDZ8
8,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 3: Defining Your Strategic Planning Framework,Three Questions Every Strategic Planning Process Should Answer,https://www.youtube.com/watch?v=0J3uHz9jZoY
9,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 3: Defining Your Strategic Planning Framework,What's the Difference Between a Strategic Plan and an Implementation Plan?,https://www.youtube.com/watch?v=Y-s4dk4kKlA
10,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 3: Defining Your Strategic Planning Framework,What is the First Step to a Successful Strategic Planning Process?,https://www.youtube.com/watch?v=h39QX6XZhR8
11,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 4: Conducting an Effective Environmental Scan,When Should We Revise our Mission and Vision Statements?,https://www.youtube.com/watch?v=236YTHipWxk
12,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 4: Conducting an Effective Environmental Scan,Top 3 Reasons Strategic Plans Fail,https://www.youtube.com/watch?v=DoNXREDsdMc
13,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 4: Conducting an Effective Environmental Scan,Engaging Your Team in the Brainstorming Process,https://www.youtube.com/watch?v=Wdz0-ysvuvM
14,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 5:  Building Consensus and Engaging Stakeholders,How Often Should You Review Your Strategic Plan?,https://www.youtube.com/watch?v=Mer2YfnLvNc
15,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 5:  Building Consensus and Engaging Stakeholders,Identifying Priorities to the Strategic Planning Process,https://www.youtube.com/watch?v=wuUo7IjHHcA
16,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 5:  Building Consensus and Engaging Stakeholders,Identifying Your Stakeholders,https://www.youtube.com/watch?v=RJKgX9cKJRg
17,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 6: Setting Clear Goals and Objectives,How Should You Share Your Strategic Plan with Stakeholders?,https://www.youtube.com/watch?v=cvxvIreWADE
18,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 6: Setting Clear Goals and Objectives,How Specific Should Your Strategic Plan Be?,https://www.youtube.com/watch?v=p8VRQSz1UdE
19,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 6: Setting Clear Goals and Objectives,When Should You Revise a Strategic Plan?,https://www.youtube.com/watch?v=3SXlVSvzQTI
20,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 7: Developing an Actionable Implementation Plan,When to Start Preparing for Your Next Strategic Plan,https://www.youtube.com/watch?v=qwtIBBrY0yA
21,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 7: Developing an Actionable Implementation Plan,Who Should Participate in the Strategic Planning Process?,https://www.youtube.com/watch?v=6OsGNR0shTs
22,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 8: Common Pitfalls and How to Avoid Them,Who Should You Share Your Strategic Plan With After It Is Complete?,https://www.youtube.com/watch?v=t9Mcao4kojE
23,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 8: Common Pitfalls and How to Avoid Them,Why Your Board and Staff Should Collaborate on the Strategic Planning Process,https://www.youtube.com/watch?v=bynlP3M1sDQ
24,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 9: Engaging Your Team and Stakeholders,What To Include in the Final Written Strategic Plan,https://www.youtube.com/watch?v=qawx7Z0fntc
25,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 9: Engaging Your Team and Stakeholders,Four Things to Complete Before a Strategic Planning Retreat,https://www.youtube.com/watch?v=XPWFDkEiZJQ
26,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 9: Engaging Your Team and Stakeholders,Goal Setting During the Strategic Planning Process,https://www.youtube.com/watch?v=aMdhVJvA0h4
27,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,"Module 10: Monitoring, Evaluation, and Revision",How Many People Should Be Included in the Strategic Planning Retreat,https://www.youtube.com/watch?v=TX6gHJ3Zhow
28,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,"Module 10: Monitoring, Evaluation, and Revision",What to Expect from a Strategic Planning Facilitator,https://www.youtube.com/watch?v=7e-2sjNCe70
29,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,"Module 10: Monitoring, Evaluation, and Revision",How Long Should the Strategic Planning Process Take?,https://www.youtube.com/watch?v=aK6p-IlNEoo
30,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 11:  Sustainability and Long-Term Success,How to Fund Your Strategic Planning Process,https://www.youtube.com/watch?v=DVKznIdQLWk
31,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 11:  Sustainability and Long-Term Success,Key Content Every Strategic Plan Should Include,https://www.youtube.com/watch?v=9KCZrXUK1Qo
32,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 12: Strategic Planning Resources and Support,Who Should Keep Your Organization Accountable to Strategic Plans?,https://www.youtube.com/watch?v=BDrv5afqP0U
33,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 12: Strategic Planning Resources and Support,How Different “Personalities” Impact Strategic Planning,https://www.youtube.com/watch?v=RJJeaYuSKw4
34,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 12: Strategic Planning Resources and Support,How Meeting Spaces Impact Strategic Planning Processes,https://www.youtube.com/watch?v=-zLQ8cIWTKM
35,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 12: Strategic Planning Resources and Support,What “Post Strategic Plan” Support Should We Consider?,https://www.youtube.com/watch?v=1ZLGnQuJc4o
36,Nonprofit Management,Strategic Planning for Nonprofits,,12th,English/Hindi,Module 12: Strategic Planning Resources and Support,Does a Strategic Planning Facilitator Need to Be a Subject Matter Expert in Your Field?,https://www.youtube.com/watch?v=bmXH5sMvUiE
