S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Nonprofit Management,Nonprofit Financial Management Webinars,95hrs 18min,12th,English/Hindi,Module 1: Building a Strong Financial Foundation,How to build nonprofit financial health and balance money with mission,https://www.youtube.com/watch?v=YL4VDjnr2IM
2,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 1: Building a Strong Financial Foundation,"How to assess your nonprofit's financial position, set priorities, communicate needs, and plan ahead",https://www.youtube.com/watch?v=mWuhBawu25E
3,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 1: Building a Strong Financial Foundation,"Understanding your nonprofit's income statements, profit/loss statements, revenue, and expenses",https://www.youtube.com/watch?v=2dtw8MsRTVo
4,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 1: Building a Strong Financial Foundation,"The balance sheet: How assets, liabilities, and net assets influence nonprofit budgeting goals",https://www.youtube.com/watch?v=pKp5n5ollA4
5,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 2: Strategic Financial Planning and Forecasting,How to create a cash flow projection to manage cash flow for optimal nonprofit financial health,https://www.youtube.com/watch?v=CnV5ujDCBsw
6,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 2: Strategic Financial Planning and Forecasting,How to craft a compelling financial story for your nonprofit organization,https://www.youtube.com/watch?v=ztUfdnfQvsA
7,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 2: Strategic Financial Planning and Forecasting,How to create a strategic budget and scenario plan for your nonprofit's financial future,https://www.youtube.com/watch?v=JBhC9Epqw9M
8,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 3: Maximizing Impact and Sustainability,How to use money and mission to maximize your nonprofit’s impact,https://www.youtube.com/watch?v=0GpjqCKjONg
9,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 3: Maximizing Impact and Sustainability,How to manage risks and opportunities to build long-term financial sustainability and adaptability,https://www.youtube.com/watch?v=7zGKFTVot0g
10,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 3: Maximizing Impact and Sustainability,Understanding and communicating the full costs of running a nonprofit organization,https://www.youtube.com/watch?v=25f3oKrkrrI
11,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 4: Financial Leadership and Collaboration,When to partner and collaborate with other nonprofit organizations,https://www.youtube.com/watch?v=y6pEdWM8F7Y
12,Nonprofit Management,Nonprofit Financial Management Webinars,,12th,English/Hindi,Module 4: Financial Leadership and Collaboration,Financial leadership strategies for nonprofit boards,https://www.youtube.com/watch?v=zRLH1N80VO4
