S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Anthropology,Globalization and Culture,28hrs 58min,12th,English/Hindi,Module 1: Introduction to Globalization,Lecture 01 : Globalization Definition,https://www.youtube.com/watch?v=HH-n8Yrqbk8
2,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 1: Introduction to Globalization,Lecture 02: Global Flows and New Media and Technologies,https://www.youtube.com/watch?v=4QymyPB9yvs
3,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 1: Introduction to Globalization,Lecture 03: Globalization and Nation,https://www.youtube.com/watch?v=xQDM3hmiMHM
4,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 2: Globalization and Capitalism,Lecture 04: Rise of Global Capitalism,https://www.youtube.com/watch?v=wSlFEURvRIk
5,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 2: Globalization and Capitalism,Lecture 05: Cultural Imperialism,https://www.youtube.com/watch?v=GTHcV1Fz38o
6,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 3: Cultural Globalization: Imperialism and Hybridity,Lecture 06: Global Monocultures,https://www.youtube.com/watch?v=HKdmA3jSE1o
7,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 3: Cultural Globalization: Imperialism and Hybridity,Lecture 07: Birth of Asian Kool,https://www.youtube.com/watch?v=BbW4q8qYSao
8,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 3: Cultural Globalization: Imperialism and Hybridity,Lecture 08: Bhangra Reinvention,https://www.youtube.com/watch?v=FMh1kj96ttA
9,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 4: Global Music and Dance,Lecture 09: Disorienting Bhangra,https://www.youtube.com/watch?v=056He2lWLYI
10,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 4: Global Music and Dance,Lecture 10: The Body of Dance,https://www.youtube.com/watch?v=wD93UqsfJQs
11,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 4: Global Music and Dance,Lecture 11: World Music I : Tabla,https://www.youtube.com/watch?v=iLJOFfUvadg
12,Anthropology,Globalization and Culture,,12th,English/Hindi,Module 4: Global Music and Dance,Lecture 12: World Music II : Qawwali,https://www.youtube.com/watch?v=ofDN1DTSvbU
