S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,142hrs 21min,12th,English/Hindi,Module 1: Introduction and System Optimization,Introduction,https://www.youtube.com/watch?v=vDr1PiNhYz8
2,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 1: Introduction and System Optimization,Definitions and types of systems,https://www.youtube.com/watch?v=FTISxgQOHh0
3,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 1: Introduction and System Optimization,Optimization: Functions of a single variable,https://www.youtube.com/watch?v=ShP9ZgDqY-g
4,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 1: Introduction and System Optimization,Optimization: Functions of multiple variables,https://www.youtube.com/watch?v=eP2orOENNRs
5,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 2: Constrained Optimization and Linear Programming,Constrained optimization (1),https://www.youtube.com/watch?v=tJfizPGPo34
6,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 2: Constrained Optimization and Linear Programming,Constrained optimization (2),https://www.youtube.com/watch?v=wdS_0Q1PRJY
7,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 2: Constrained Optimization and Linear Programming,Kuhn-Tucker conditions and Introduction to Linear Programming,https://www.youtube.com/watch?v=FjGpAAauJOw
8,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 2: Constrained Optimization and Linear Programming,Linear Programming: Graphical method,https://www.youtube.com/watch?v=5rq90pPou1g
9,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 3: Linear Programming Applications and Challenges,Linear Programming: Simplex method (1),https://www.youtube.com/watch?v=9exG_AemuLM
10,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 3: Linear Programming Applications and Challenges,Linear Programming: Simplex method (2),https://www.youtube.com/watch?v=iMG5llD-FoU
11,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 3: Linear Programming Applications and Challenges,Linear Programming: Multiple solutions,https://www.youtube.com/watch?v=_uRKG9tkrew
12,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 3: Linear Programming Applications and Challenges,Linear Programming: Unbounded and infeasible problems,https://www.youtube.com/watch?v=7w30ueP5ayI
13,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 4: Introduction to Dynamic Programming,Linear Programming: Dual problem,https://www.youtube.com/watch?v=zdomtSkdUII
14,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 4: Introduction to Dynamic Programming,Introduction to Dynamic Programming,https://www.youtube.com/watch?v=amEVCdn8Pmo
15,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 4: Introduction to Dynamic Programming,Dynamic Programming: Water allocation problem,https://www.youtube.com/watch?v=lr3uAL7u2-E
16,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 4: Introduction to Dynamic Programming,Dynamic Programming: Reservoir operation problem,https://www.youtube.com/watch?v=PPXidz-wiDc
17,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 5: Dynamic Programming Applications,Dynamic Programming: Capacity expansion and shortest route problems,https://www.youtube.com/watch?v=d6-oLzjUjMQ
18,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 5: Dynamic Programming Applications,Simulation: Introduction to Multi-objective planning,https://www.youtube.com/watch?v=NXfosWlR95g
19,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 5: Dynamic Programming Applications,Multi-objective planning,https://www.youtube.com/watch?v=yaavYp3y7vo
20,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 6: Multi-objective Planning and Reservoir Management,Reservoir sizing,https://www.youtube.com/watch?v=ZlY3ODoQrx4
21,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 6: Multi-objective Planning and Reservoir Management,Reservoir capacity using Linear Programming (1),https://www.youtube.com/watch?v=ay_WLPyR2jM
22,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 6: Multi-objective Planning and Reservoir Management,Reservoir capacity using Linear Programming (2),https://www.youtube.com/watch?v=yf29dyFMViM
23,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 6: Multi-objective Planning and Reservoir Management,Reservoir operation,https://www.youtube.com/watch?v=etSJsu-4yUI
24,Environmental Science,Civil-Water Resources Systems:Modeling Techniques & Analysis,,12th,English/Hindi,Module 7: Stochastic and Fuzzy Optimization,Multi-reservoir systems,https://www.youtube.com/watch?v=7t21_HnMk_U
