S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Sports Management,Let's Play ESport Manager,21hrs 55min,12th,English/Hindi,Module 1: The Beginning,Let's Play: ESport Manager Part 1,https://www.youtube.com/watch?v=AWcgQmwgM3k
2,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 1: The Beginning,Let's Play: ESport Manager Part 2,https://www.youtube.com/watch?v=FJ-QpIvSq3s
3,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 1: The Beginning,Let's Play: ESport Manager Part 3,https://www.youtube.com/watch?v=HLD37p23TZw
4,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 1: The Beginning,Let's Play: ESport Manager Part 4,https://www.youtube.com/watch?v=XnVe9xppaKE
5,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 2: Sponsors and Playoffs,Let's Play: ESport Manager Part 5,https://www.youtube.com/watch?v=SiCselp7ybQ
6,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 2: Sponsors and Playoffs,Let's Play: ESport Manager Part 6,https://www.youtube.com/watch?v=dy9RXodo43g
7,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 2: Sponsors and Playoffs,"Let's Play ESport Manager Part 7: ""First Sponsor""",https://www.youtube.com/watch?v=jFK27Cu6SP4
8,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 3: Taking Control,"Let's Play: ESport Manager Part 8: ""The Playoffs""",https://www.youtube.com/watch?v=RlgeV6Kccng
9,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 3: Taking Control,"Let's Play: ESport Manager Part 9: ""Taking Control""",https://www.youtube.com/watch?v=6mQMb9y2Pek
10,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 3: Taking Control,"Let's Play: ESport Manager Part 10: ""Fighting for the Streak""",https://www.youtube.com/watch?v=8IkR0BhyNn4
11,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 4: On a Roll,"Let's Play Esport Manager Part 11: ""On a Roll""",https://www.youtube.com/watch?v=qopebu06dHA
12,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 4: On a Roll,"Let's Play: ESport Manager Part 12: ""David vs Goliath""",https://www.youtube.com/watch?v=AS50JYkq9Dk
13,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 4: On a Roll,"Let's Play: ESport Manager Part 13: ""They Stand No Chance""",https://www.youtube.com/watch?v=SPyVn5ffWM8
14,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 5: Doubling Down,"Let's Play: ESport Manager Part 14: ""Why Twice?""",https://www.youtube.com/watch?v=6VSXaQijplk
15,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 5: Doubling Down,"Let's Play: ESport Manager Part 15: ""Outmatched""",https://www.youtube.com/watch?v=y2E-pqJm8NM
16,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 5: Doubling Down,"Let's Play: ESport Manager Part 16: ""Fighting the Good Fight""",https://www.youtube.com/watch?v=vNdoop_TIMI
17,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 6: Fighting Back,"Let's Play: ESport Manager Part 17: ""Demoted""",https://www.youtube.com/watch?v=Ws84dAcHaAs
18,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 6: Fighting Back,"Let's Play: ESport Manager Part 18: ""Rigged""",https://www.youtube.com/watch?v=D6khO7U4jkk
19,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 6: Fighting Back,"Let's Play: ESport Manager Part 19: ""Give a Man a Sniper""",https://www.youtube.com/watch?v=3A6WYRPu5vM
20,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 7: The Underdogs,"Let's Play: Esport Manager Part 20: ""The Underdogs""",https://www.youtube.com/watch?v=EgGFDdZwDg8
21,Sports Management,Let's Play ESport Manager,,12th,English/Hindi,Module 7: The Underdogs,"Let's Play: Esport Manager Part 21: ""Making it to the Pros""",https://www.youtube.com/watch?v=IiKPafH8wfc
