S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Information Systems,Cloud Computing,30hrs 20min,12th,English/Hindi,Module 1: Introduction to Cloud Computing,Introduction to Cloud Computing ll Cloud Computing Course Explained with Real Life Examples in Hindi,https://www.youtube.com/watch?v=HhStJ7FDBpc
2,Information Systems,Cloud Computing,,12th,English/Hindi,Module 1: Introduction to Cloud Computing,Cloud Service Models : Infrastructure as a Service (IaaS) ll Cloud Computing Course in Hindi,https://www.youtube.com/watch?v=CaHBhnc1e_I
3,Information Systems,Cloud Computing,,12th,English/Hindi,Module 1: Introduction to Cloud Computing,Cloud Service Models : Platform as a Service (Paas) ll Cloud Computing Course,https://www.youtube.com/watch?v=cj1C7A6pQTQ
4,Information Systems,Cloud Computing,,12th,English/Hindi,Module 1: Introduction to Cloud Computing,Cloud Service Models : Software as a Service (SaaS) ll Cloud Computing Course in Hindi,https://www.youtube.com/watch?v=Gphz3lkrSH0
5,Information Systems,Cloud Computing,,12th,English/Hindi,Module 2: Applications of Cloud Computing,XaaS Everything as a Service Explained with Example in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=NbQijlAuGMg
6,Information Systems,Cloud Computing,,12th,English/Hindi,Module 2: Applications of Cloud Computing,"Cloud Deployment Models : Public, Private and Hybrid Cloud Explained in Hindi",https://www.youtube.com/watch?v=5G0L7XCt6XQ
7,Information Systems,Cloud Computing,,12th,English/Hindi,Module 2: Applications of Cloud Computing,Benefits Of Cloud Computing ll Cloud Computing Course Explained with Examples in Hindi,https://www.youtube.com/watch?v=oFga9Q1nd8M
8,Information Systems,Cloud Computing,,12th,English/Hindi,Module 2: Applications of Cloud Computing,Characteristics Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=r7HTgHbZ4ko
9,Information Systems,Cloud Computing,,12th,English/Hindi,Module 3: Hadoop Distributed File System (HDFS),Applications Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=MuW848rnOxs
10,Information Systems,Cloud Computing,,12th,English/Hindi,Module 3: Hadoop Distributed File System (HDFS),Hadoop ll Introduction to Hadoop ll Features Explained with Examples in Hindi,https://www.youtube.com/watch?v=ByjLuByuK-M
11,Information Systems,Cloud Computing,,12th,English/Hindi,Module 3: Hadoop Distributed File System (HDFS),"Hadoop Architecture ll Map Reduce,HDFS,YARN Framework, Common Utilities Explained in Hindi",https://www.youtube.com/watch?v=YzAAhbmSt_k
12,Information Systems,Cloud Computing,,12th,English/Hindi,Module 3: Hadoop Distributed File System (HDFS),Map Reduce ll Master Job Tracker and Slave Tracker Explained with Examples in Hindi,https://www.youtube.com/watch?v=nDdSZzP8SD8
13,Information Systems,Cloud Computing,,12th,English/Hindi,Module 4: Introduction to AWS,Hadoop Distributed File System (HDFS) ll Blocks ll Name Node and Data Naode Explained in Hindi,https://www.youtube.com/watch?v=LX2vERESOp4
14,Information Systems,Cloud Computing,,12th,English/Hindi,Module 4: Introduction to AWS,What is Hadoop Ecosystem and It's Components Explained in Hindi,https://www.youtube.com/watch?v=5adOBPARH4E
15,Information Systems,Cloud Computing,,12th,English/Hindi,Module 4: Introduction to AWS,Apache HBase ll Hadoop Ecosystem Component ll Explained with Working Flow in Hindi,https://www.youtube.com/watch?v=ViuLZjC1B0c
16,Information Systems,Cloud Computing,,12th,English/Hindi,Module 4: Introduction to AWS,Introduction to Virtualization ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=7yXlLgZkiJM
17,Information Systems,Cloud Computing,,12th,English/Hindi,Module 5: AWS Auto Scaling,Introduction To Amazon Web Services (AWS)  and it's Benefits Explained in Hindi,https://www.youtube.com/watch?v=AGnYEHU-zvY
18,Information Systems,Cloud Computing,,12th,English/Hindi,Module 5: AWS Auto Scaling,Amazon Web Services (AWS) Global Infrastructure l Regions l Availability Zones Explained in Hindi,https://www.youtube.com/watch?v=WhSDtjrKmpE
19,Information Systems,Cloud Computing,,12th,English/Hindi,Module 5: AWS Auto Scaling,Amazon Web Services (AWS) : Elastic Compute Cloud (EC2) Explained in Hindi,https://www.youtube.com/watch?v=xkXZGvuerRU
20,Information Systems,Cloud Computing,,12th,English/Hindi,Module 5: AWS Auto Scaling,Amazon Web Services (AWS) : Simple Storage Service (S3) Explained in Hindi,https://www.youtube.com/watch?v=mRWm8Y2sV0E
21,Information Systems,Cloud Computing,,12th,English/Hindi,Module 6: Cloud Computing Architecture,Amazon Web Services (AWS) : Auto Scaling Explained in Hindi,https://www.youtube.com/watch?v=C9tdKurLFoc
22,Information Systems,Cloud Computing,,12th,English/Hindi,Module 6: Cloud Computing Architecture,Amazon Web Services (AWS)  : Elastic Load Balancing (ELB) Explained with Benefits in Hindi,https://www.youtube.com/watch?v=B79Ux8_ipQs
23,Information Systems,Cloud Computing,,12th,English/Hindi,Module 6: Cloud Computing Architecture,Amazon Web Services (AWS) : Virtual Private Cloud (VPC)  Explained in Hindi,https://www.youtube.com/watch?v=70VeggbI39U
24,Information Systems,Cloud Computing,,12th,English/Hindi,Module 7: Types of Hypervisors,Cloud Ecosystem Explained in Hindi l Cloud Computing Course,https://www.youtube.com/watch?v=GbVFpTYWKHU
25,Information Systems,Cloud Computing,,12th,English/Hindi,Module 7: Types of Hypervisors,Cloud Computing Architecture Explained in Hindi,https://www.youtube.com/watch?v=TNt0TlSEIRg
26,Information Systems,Cloud Computing,,12th,English/Hindi,Module 7: Types of Hypervisors,Amazon EC2 Instance Types : General Purpose Instance Part-1 Explained in Hindi l AWS Tutorial,https://www.youtube.com/watch?v=HQ_dP6mXrUs
27,Information Systems,Cloud Computing,,12th,English/Hindi,Module 7: Types of Hypervisors,Amazon EC2 Instance Types : General Purpose instance Part-2 Explained in Hindi l AWS Tutorial,https://www.youtube.com/watch?v=rWTrqMLyJbg
28,Information Systems,Cloud Computing,,12th,English/Hindi,Module 8: Application and Data Virtualization,Amazon EC2 Instance Types : Compute Optimized Instance Explained in Hindi,https://www.youtube.com/watch?v=LUXdW3SlWCI
29,Information Systems,Cloud Computing,,12th,English/Hindi,Module 8: Application and Data Virtualization,Virtual Machine Explained in Hindi l Cloud Computing,https://www.youtube.com/watch?v=OHWGUtSsPUg
30,Information Systems,Cloud Computing,,12th,English/Hindi,Module 8: Application and Data Virtualization,What is Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=qmPCBBBrc00
31,Information Systems,Cloud Computing,,12th,English/Hindi,Module 9: Round Robin and Weighted Round Robin Algorithms,Type 1 Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=ojpYJTz9SDg
32,Information Systems,Cloud Computing,,12th,English/Hindi,Module 9: Round Robin and Weighted Round Robin Algorithms,Type 2 Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=n0uY8nvOvAM
33,Information Systems,Cloud Computing,,12th,English/Hindi,Module 9: Round Robin and Weighted Round Robin Algorithms,Server Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=eJEk5FKjfUk
34,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Storage Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=OUq-zNNTxBQ
35,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Desktop Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=KXCXbNTqB4c
36,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Network Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=ABrXGwNsFfA
37,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Application Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=O5NR1wE_-_s
38,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Data Virtualization Explained with Example in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=OLxLlGs033g
39,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,DAS : Direct Attached Storage Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=JJf9dUQFiW8
40,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,NAS : Network Attached Storage Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=fm_HysRkmSQ
41,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,SAN : Storage Area Network Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=7e2XkrvkboU
42,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Load Balancer Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=TO3yGao_Vjs
43,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Round Robin and Weighted Round Robin Algorithms Explained in Hindi (Load Balancing) Cloud Computing,https://www.youtube.com/watch?v=USnb3E6mTeA
44,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,"Least Connections, Weighted Least Connections and Least Response Time Algorithms Explained in Hindi",https://www.youtube.com/watch?v=qtfSe6gco94
45,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Grid Computing Explained in Hindi,https://www.youtube.com/watch?v=sxbU0I6gu8Y
46,Information Systems,Cloud Computing,,12th,English/Hindi,Module 10: Cloud Computing vs Grid Computing,Cloud Computing Vs Grid Computing Explained in Hindi,https://www.youtube.com/watch?v=hfubBUMoj_A
