S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Education,Adult Education,168hrs 12min,12th,English/Hindi,Module 1: Jewish Life and Learning,Conversation with Joseph Gitler,https://www.youtube.com/watch?v=Emjk3171y8M
2,Education,Adult Education,,12th,English/Hindi,Module 1: Jewish Life and Learning,"Niggun Saloon October 23, 2020",https://www.youtube.com/watch?v=HxcOW4gJ4Yw
3,Education,Adult Education,,12th,English/Hindi,Module 1: Jewish Life and Learning,Community Reflections with Rabbi Sandra Lawson,https://www.youtube.com/watch?v=xWH677J9ySA
4,Education,Adult Education,,12th,English/Hindi,Module 1: Jewish Life and Learning,Back to the Basics: Living a Jewish Life - Shabbat,https://www.youtube.com/watch?v=FEFJw6FH6OY
5,Education,Adult Education,,12th,English/Hindi,Module 2: Niggun Saloon Series,"Niggun Saloon Oct 30, 2020",https://www.youtube.com/watch?v=fF3Rus2tIso
6,Education,Adult Education,,12th,English/Hindi,Module 2: Niggun Saloon Series,"Niggun Saloon, Nov 6 2020",https://www.youtube.com/watch?v=guqrQ9VHmUU
7,Education,Adult Education,,12th,English/Hindi,Module 2: Niggun Saloon Series,Rabbi Lawson 2,https://www.youtube.com/watch?v=Ya4-L5f6-jQ
8,Education,Adult Education,,12th,English/Hindi,Module 3: Exploring Jewish Texts,Religion and State in Israel with Masorti Movement 1,https://www.youtube.com/watch?v=kE5IlkKMLKI
9,Education,Adult Education,,12th,English/Hindi,Module 3: Exploring Jewish Texts,"BTTB: How to Write a D'var Torah, Part 1",https://www.youtube.com/watch?v=ZWaJgkt9mgs
10,Education,Adult Education,,12th,English/Hindi,Module 3: Exploring Jewish Texts,"A History of Judaism through its Books, with Jeffrey Spitzer, 1",https://www.youtube.com/watch?v=1q6RGsO8vSk
11,Education,Adult Education,,12th,English/Hindi,Module 3: Exploring Jewish Texts,"BTTB: How to Write a D'var Torah, Part 2",https://www.youtube.com/watch?v=IiLcHx3KcFc
12,Education,Adult Education,,12th,English/Hindi,Module 3: Exploring Jewish Texts,"BTTB History of Judaism Through its Books, Part 2",https://www.youtube.com/watch?v=oVsWbpe6gto
13,Education,Adult Education,,12th,English/Hindi,Module 4: Community and Identity,"Community Reflections with Rabbi Sandra Lawson, third installment, December 13, 2020",https://www.youtube.com/watch?v=mAWT5fYD54w
14,Education,Adult Education,,12th,English/Hindi,Module 4: Community and Identity,"Hanukkah 8th night, Jeffrey Spitzer 3rd installment, Part 1",https://www.youtube.com/watch?v=18c5Z-_d_LM
15,Education,Adult Education,,12th,English/Hindi,Module 4: Community and Identity,"Back to the Basics, Jeffrey Spitzer 3rd installment, Part 2",https://www.youtube.com/watch?v=BQ35oFosHsE
16,Education,Adult Education,,12th,English/Hindi,Module 5: Back to the Basics,"Rise's Kitchen, Sunday 3 Jan 2021",https://www.youtube.com/watch?v=Fy3HaI25Rks
17,Education,Adult Education,,12th,English/Hindi,Module 5: Back to the Basics,BTTB Jeffrey Spitzer 1/7/2021,https://www.youtube.com/watch?v=5ohWiEnwjkk
18,Education,Adult Education,,12th,English/Hindi,Module 5: Back to the Basics,BTTB Jeffrey Spitzer 1/14/21,https://www.youtube.com/watch?v=u645CYr6mbQ
19,Education,Adult Education,,12th,English/Hindi,Module 5: Back to the Basics,BTTB Jeffrey Spitzer 6,https://www.youtube.com/watch?v=9cf34sCjUFQ
20,Education,Adult Education,,12th,English/Hindi,Module 6: Arts and Culture,Origins of Modern Art 1/5,https://www.youtube.com/watch?v=Avv-t1ZuWr4
21,Education,Adult Education,,12th,English/Hindi,Module 6: Arts and Culture,DSM Class Sun 31 Jan 2021,https://www.youtube.com/watch?v=oDsotn4lbl0
22,Education,Adult Education,,12th,English/Hindi,Module 6: Arts and Culture,Origins of Modern Art 2/5,https://www.youtube.com/watch?v=EJoF0NXsUO0
23,Education,Adult Education,,12th,English/Hindi,Module 6: Arts and Culture,Origins of Modern Art 3/5,https://www.youtube.com/watch?v=rkD9jRfIDps
24,Education,Adult Education,,12th,English/Hindi,Module 7: Health and Wellness,Maximizing Optimal Health & Resilience,https://www.youtube.com/watch?v=gWyO8Vop9RE
25,Education,Adult Education,,12th,English/Hindi,Module 7: Health and Wellness,Origins of Modern Art 4/5,https://www.youtube.com/watch?v=_fUHhFi3zTk
