S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Environmental Engineering,Introduction to Urban Planning,16hrs 7min,12th,English/Hindi,Module 1: Introduction and Conceptual Understanding,Introduction to  Urban Planning,https://www.youtube.com/watch?v=q_XmlG3CwNk
2,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 1: Introduction and Conceptual Understanding,Lecture 1 : Conceptual Understanding of the Urban Areas,https://www.youtube.com/watch?v=2F0Bdfb1GqY
3,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 1: Introduction and Conceptual Understanding,Lecture 2 : Urbanization and Sustainable Development,https://www.youtube.com/watch?v=vHop5VgamRc
4,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 1: Introduction and Conceptual Understanding,Lecture 3 : Urban Planning and 73-74 Constitution Amendment Acts,https://www.youtube.com/watch?v=j_5GldeUpRg
5,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 2: Urban Planning Framework and Instruments,Lecture 4 : Types and Level of Plans,https://www.youtube.com/watch?v=zuM3u0du_5g
6,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 2: Urban Planning Framework and Instruments,Lecture 5 : Regional Plan,https://www.youtube.com/watch?v=K9kst7RAfco
7,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 2: Urban Planning Framework and Instruments,Lecture 6: Regional Plan II,https://www.youtube.com/watch?v=Gkq-is4aLcQ
8,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 2: Urban Planning Framework and Instruments,Lecture 7: Development Plan I,https://www.youtube.com/watch?v=P4P6bAqq2hk
9,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 3: Development Plans: Regional and Local,Lecture 8: Development Plan II (Case Study- Draft Bhopal Development Plan 2031),https://www.youtube.com/watch?v=XcrSwGqdo_U
10,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 3: Development Plans: Regional and Local,Lecture 9: Zonal Plan,https://www.youtube.com/watch?v=PJ9gNQBfoOA
11,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 3: Development Plans: Regional and Local,Lecture 10: Town Planning Scheme,https://www.youtube.com/watch?v=i8LhbDJf2WU
12,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 3: Development Plans: Regional and Local,Lecture 11: Local Area Plan (Urban Redevelopment Plan),https://www.youtube.com/watch?v=xKT8dOhJ0l0
13,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 4: Special Purpose Plans and Perspectives,Lecture 12: Special Purpose Plan (AMRUT),https://www.youtube.com/watch?v=Wro1z1prkAI
14,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 4: Special Purpose Plans and Perspectives,Lecture 13: Special Purpose Plan (HRIDAY),https://www.youtube.com/watch?v=THGRzmkyjI4
15,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 4: Special Purpose Plans and Perspectives,Lecture 14: Special Purpose Plan (Smart City),https://www.youtube.com/watch?v=0j7X1w4OXhA
16,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 4: Special Purpose Plans and Perspectives,Lecture 15: Perspective Plan (Agenda 2030 SDGs),https://www.youtube.com/watch?v=5yfjj47i0VY
17,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 5: Historical Contextualization of Cities I,"Lecture 16: Contextualizing Cities (Egyptian, Mesopotamian, and Indus Valley Civilization)",https://www.youtube.com/watch?v=tkJcY_dpr4g
18,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 5: Historical Contextualization of Cities I,Lecture 17: Contextualizing Cities (Vedic Period),https://www.youtube.com/watch?v=WBPE7NVBEik
19,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 5: Historical Contextualization of Cities I,Lecture 18: Contextualizing Cities (Greek and Roman),https://www.youtube.com/watch?v=EJVw62u6tAM
20,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 5: Historical Contextualization of Cities I,Lecture 19: Contextualizing Cities (Industrial Revolution),https://www.youtube.com/watch?v=UMOcbXxjSVA
21,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 6: Historical Contextualization of Cities II,Lecture 20: Contextualizing Cities (1900-1939),https://www.youtube.com/watch?v=VDWpTdyaZUE
22,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 6: Historical Contextualization of Cities II,Lecture 21: Contextualizing Cities (1940-1979),https://www.youtube.com/watch?v=SMrQ799rkK8
23,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 6: Historical Contextualization of Cities II,Lecture 22: Contextualizing Cities (1980-2021),https://www.youtube.com/watch?v=VtR3jk5Un4g
24,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 6: Historical Contextualization of Cities II,Lecture 23: Public Health and Urban Planning - I,https://www.youtube.com/watch?v=7QNWXDbB5JQ
25,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 7: Public Health and Urban Planning,Lecture 24: Public Health and Urban Planning - II,https://www.youtube.com/watch?v=G1oRr2PE40g
26,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 7: Public Health and Urban Planning,Lecture 25: Public Health and Urban Planning - III,https://www.youtube.com/watch?v=OXhQReYUovE
27,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 7: Public Health and Urban Planning,Lecture 26: Public Health and Urban Planning - IV,https://www.youtube.com/watch?v=zm0zKgkRwPo
28,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 7: Public Health and Urban Planning,Lecture 27: Housing Issues in India,https://www.youtube.com/watch?v=pibCXMnE29k
29,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 8: Contemporary Urban Issues,Lecture 28: Culture and Planning of Cities,https://www.youtube.com/watch?v=YvDhL5gdm-c
30,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 8: Contemporary Urban Issues,Lecture 29: Urbanization and Environmental Problems,https://www.youtube.com/watch?v=bCER0YHW3H4
31,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 8: Contemporary Urban Issues,Lecture 30: Urbanization and Slums,https://www.youtube.com/watch?v=74i1jZzS1CM
32,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 8: Contemporary Urban Issues,Lecture 31 : Introduction to Planning Legislation,https://www.youtube.com/watch?v=tsmByPHQedA
33,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 9: Introduction to Planning Legislation,Lecture 32: Evolution and Growth of Planning Legislation I,https://www.youtube.com/watch?v=iRWHppAVyy4
34,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 9: Introduction to Planning Legislation,Lecture 33: Evolution and Growth of Planning Legislation II (USA),https://www.youtube.com/watch?v=I1OG54bpOYM
35,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 10: Evolution of Planning Legislation,Lecture 34: Evolution and Growth of Planning Legislation III (India),https://www.youtube.com/watch?v=goC4R9oF3Eo
36,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 10: Evolution of Planning Legislation,Lecture 35: Land Acquisition Act,https://www.youtube.com/watch?v=rZnCnFdbLHg
37,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 10: Evolution of Planning Legislation,Lecture 36: Legal Requirements for Industrial Development,https://www.youtube.com/watch?v=4pb6f0RuOEQ
38,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 11: Legal Requirements for Development,Lecture 37 : National Environmental Legal Requirements,https://www.youtube.com/watch?v=gZ7Y59NOB0c
39,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 11: Legal Requirements for Development,Lecture 38: Section I - Cantonment Act  &  Section II - Legal Requirement for Heritage Conservation,https://www.youtube.com/watch?v=5kCPF_8pwKk
40,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 11: Legal Requirements for Development,Lecture 39: Zoning Regulation,https://www.youtube.com/watch?v=Rn7wKWPcYic
41,Environmental Engineering,Introduction to Urban Planning,,12th,English/Hindi,Module 11: Legal Requirements for Development,Lecture 40 : Contemplating Learning Outcomes and Future Direction in Urban Planning,https://www.youtube.com/watch?v=f_R4KL0z2D4
