S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Environmental Engineering,Climate Change & Mitigation,2hrs 7min,12th,English/Hindi,Module 1: Foundations of Climate Change,"Carbon Capture and Storage: Battling Climate Change""",https://www.youtube.com/watch?v=i20-BHw9_w0
2,Environmental Engineering,Climate Change & Mitigation,,12th,English/Hindi,Module 1: Foundations of Climate Change,The Power of Wind Energy: Harnessing Nature's Force,https://www.youtube.com/watch?v=2SQ0rx-mGdQ
3,Environmental Engineering,Climate Change & Mitigation,,12th,English/Hindi,Module 1: Foundations of Climate Change,Climate Models : Predicting the Future of Our Planet,https://www.youtube.com/watch?v=lm2gBZflpbw
4,Environmental Engineering,Climate Change & Mitigation,,12th,English/Hindi,Module 1: Foundations of Climate Change,Geothermal Energy : Earth's Renewable Heat Source,https://www.youtube.com/watch?v=KP1tDDeCEFA
5,Environmental Engineering,Climate Change & Mitigation,,12th,English/Hindi,Module 2: Urban Sustainability & Mitigation,"Unlocking the Secrets of Urban Sustainability | Sustainable Living & Eco-Friendly Cities 🌿""",https://www.youtube.com/watch?v=M9nnMo62l9Y
6,Environmental Engineering,Climate Change & Mitigation,,12th,English/Hindi,Module 2: Urban Sustainability & Mitigation,Exploring Earth's Protective Shield: Layers of the Atmosphere Demystified 🌍✨,https://www.youtube.com/watch?v=7caabrOFM7o
